gene,importance
ENSG00000161714.12,0.01712516
ENSG00000185008.17,0.017121226
ENSG00000213462.5,0.017117625
ENSG00000068615.19,0.017090952
ENSG00000244509.4,0.017089702
ENSG00000107485.18,0.017089251
ENSG00000104213.13,0.017066328
ENSG00000130589.16,0.017062517
ENSG00000198598.6,0.017022701
ENSG00000179715.13,0.017021455
ENSG00000238178.7,0.017020762
ENSG00000172380.6,0.017018111
ENSG00000163171.8,0.017014343
ENSG00000141741.12,0.017011048
ENSG00000141433.13,0.017003223
ENSG00000102243.13,0.01699148
ENSG00000261150.3,0.016986627
ENSG00000224389.9,0.016976958
ENSG00000115255.12,0.01696642
ENSG00000163814.8,0.016966075
ENSG00000165168.8,0.01695691
ENSG00000130396.20,0.016951796
ENSG00000102837.7,0.016945159
ENSG00000137393.10,0.016938848
ENSG00000174939.11,0.016938295
ENSG00000078401.7,0.016936194
ENSG00000204049.1,0.01693471
ENSG00000198840.2,0.016918052
ENSG00000152284.5,0.016916696
ENSG00000181634.8,0.016913751
ENSG00000111846.19,0.016912298
ENSG00000105281.12,0.016900219
ENSG00000166750.10,0.016887976
ENSG00000177570.15,0.016876582
ENSG00000106078.19,0.016867112
ENSG00000182667.14,0.016859131
ENSG00000106541.12,0.016846074
ENSG00000129595.14,0.016842512
ENSG00000168907.13,0.016837386
ENSG00000132170.23,0.016829368
ENSG00000105173.14,0.016819984
ENSG00000115844.11,0.016814379
ENSG00000175895.4,0.016802602
ENSG00000132329.11,0.016771603
ENSG00000145536.15,0.016753703
ENSG00000163923.10,0.016741255
ENSG00000095015.6,0.016725592
ENSG00000075275.18,0.016707815
ENSG00000125107.18,0.016700877
ENSG00000204516.10,0.01667942
ENSG00000138722.10,0.016664166
ENSG00000131650.14,0.016658349
ENSG00000029534.21,0.016650679
ENSG00000104341.17,0.016638707
ENSG00000010319.7,0.016632123
ENSG00000230838.1,0.016629148
ENSG00000178965.14,0.016606262
ENSG00000123066.9,0.016604325
ENSG00000154556.18,0.016595384
ENSG00000122584.13,0.016585128
ENSG00000127954.13,0.016574778
ENSG00000102886.15,0.016574202
ENSG00000146242.9,0.016568271
ENSG00000006555.11,0.01655671
ENSG00000196917.6,0.016552236
ENSG00000170624.13,0.016550979
ENSG00000162998.5,0.01655082
ENSG00000078898.7,0.016547626
ENSG00000117595.12,0.016540647
ENSG00000141314.13,0.016537396
ENSG00000180900.20,0.016505627
ENSG00000139970.17,0.0164936
ENSG00000256612.7,0.016476234
ENSG00000016391.11,0.016463935
ENSG00000139194.8,0.016455656
ENSG00000248810.2,0.016450547
ENSG00000163704.12,0.016442636
ENSG00000198589.14,0.016430164
ENSG00000124496.12,0.016416717
ENSG00000158555.15,0.016399682
ENSG00000164056.11,0.016370218
ENSG00000213468.7,0.016368164
ENSG00000196620.10,0.016362172
ENSG00000149418.11,0.016359992
ENSG00000125968.9,0.016351352
ENSG00000116990.11,0.016350318
ENSG00000112715.25,0.016329283
ENSG00000182871.16,0.01632622
ENSG00000183111.12,0.01629398
ENSG00000100078.4,0.01628824
ENSG00000169508.7,0.01628669
ENSG00000148735.15,0.016283814
ENSG00000166394.15,0.016262922
ENSG00000149043.16,0.016262146
ENSG00000225362.10,0.016257046
ENSG00000159263.16,0.016254663
ENSG00000153404.14,0.01624915
ENSG00000142765.18,0.016226046
ENSG00000163644.15,0.016206846
ENSG00000088881.21,0.016186487
ENSG00000161905.13,0.0161832
ENSG00000138798.13,0.01618213
ENSG00000144824.21,0.01617665
ENSG00000177380.14,0.016144216
ENSG00000106392.11,0.016140884
ENSG00000104219.13,0.016138405
ENSG00000173898.14,0.016114471
ENSG00000173698.18,0.016110355
ENSG00000129038.16,0.016098727
ENSG00000123388.4,0.01609204
ENSG00000143674.11,0.01608047
ENSG00000132932.17,0.016078785
ENSG00000146281.6,0.016063858
ENSG00000067798.16,0.016061544
ENSG00000175832.13,0.01604969
ENSG00000230061.2,0.016044764
ENSG00000168772.11,0.016041983
ENSG00000171517.6,0.016036887
ENSG00000110628.16,0.016014218
ENSG00000081237.20,0.01601342
ENSG00000104687.14,0.01601326
ENSG00000029725.17,0.016012881
ENSG00000198133.8,0.016011963
ENSG00000275342.5,0.016009884
ENSG00000171033.13,0.016007574
ENSG00000118515.11,0.01600284
ENSG00000138829.12,0.016001934
ENSG00000140937.14,0.015996618
ENSG00000108179.14,0.01597751
ENSG00000257335.8,0.015934018
ENSG00000214313.8,0.015925607
ENSG00000166106.3,0.015920622
ENSG00000161509.14,0.015918674
ENSG00000183098.11,0.015909145
ENSG00000175745.14,0.015907507
ENSG00000116133.13,0.015903978
ENSG00000280411.1,0.01589731
ENSG00000101463.6,0.015893972
ENSG00000166002.7,0.015891084
ENSG00000110492.15,0.01587743
ENSG00000177181.15,0.015873076
ENSG00000060982.15,0.01587065
ENSG00000088538.13,0.015844595
ENSG00000166225.9,0.0158418
ENSG00000164309.15,0.015841335
ENSG00000115963.13,0.015823578
ENSG00000074803.20,0.015817678
ENSG00000253755.1,0.015801191
ENSG00000205592.15,0.01578874
ENSG00000115461.5,0.015769713
ENSG00000152049.6,0.015769519
ENSG00000198542.14,0.015752701
ENSG00000268416.1,0.01575163
ENSG00000021826.17,0.015699064
ENSG00000150687.12,0.015697576
ENSG00000165434.8,0.015683493
ENSG00000114279.13,0.01568223
ENSG00000133477.17,0.015680697
ENSG00000173376.14,0.015667439
ENSG00000143653.10,0.015665833
ENSG00000198074.10,0.01563172
ENSG00000115295.20,0.015624328
ENSG00000184985.16,0.015617568
ENSG00000206341.7,0.015617356
ENSG00000079931.15,0.015613204
ENSG00000196427.13,0.015607761
ENSG00000156535.15,0.01558553
ENSG00000197629.6,0.015581305
ENSG00000246985.8,0.015566274
ENSG00000238117.1,0.0155498935
ENSG00000211893.4,0.015546986
ENSG00000188064.10,0.015543439
ENSG00000180155.20,0.015514161
ENSG00000162511.8,0.0154998265
ENSG00000172403.11,0.015491569
ENSG00000142619.4,0.015482954
ENSG00000163873.10,0.015473046
ENSG00000111186.13,0.015470275
ENSG00000186480.13,0.0154648535
ENSG00000140284.11,0.015463566
ENSG00000107249.23,0.015448171
ENSG00000095637.22,0.015447159
ENSG00000160888.7,0.015437663
ENSG00000161634.12,0.0154303275
ENSG00000122861.16,0.015424087
ENSG00000026025.16,0.015389103
ENSG00000088899.15,0.015377436
ENSG00000102109.9,0.015374029
ENSG00000004838.14,0.015373521
ENSG00000181751.10,0.015373273
ENSG00000181444.13,0.015367014
ENSG00000050030.16,0.015365627
ENSG00000173467.9,0.015361281
ENSG00000173391.9,0.015359487
ENSG00000171940.13,0.01535638
ENSG00000140443.15,0.01534668
ENSG00000162692.12,0.01532967
ENSG00000065833.9,0.015317064
ENSG00000178467.18,0.015313363
ENSG00000110092.4,0.0152871115
ENSG00000115828.17,0.015286699
ENSG00000167693.17,0.015279768
ENSG00000099960.13,0.015260167
ENSG00000132749.11,0.015245775
ENSG00000224271.7,0.015244995
ENSG00000105855.10,0.015243977
ENSG00000102962.5,0.0152419
ENSG00000137877.10,0.015241436
ENSG00000136155.17,0.015237308
ENSG00000001617.12,0.015231659
ENSG00000132031.13,0.015230945
ENSG00000205978.6,0.015216482
ENSG00000165816.13,0.015216224
ENSG00000182168.15,0.015210212
ENSG00000204740.11,0.015208683
ENSG00000237945.7,0.015207589
ENSG00000117519.16,0.015194571
ENSG00000152104.12,0.0151731
ENSG00000164626.9,0.015166553
ENSG00000198502.6,0.015136087
ENSG00000274173.1,0.015134637
ENSG00000168077.14,0.015132457
ENSG00000127585.12,0.015124933
ENSG00000151692.15,0.015121235
ENSG00000078725.13,0.015112622
ENSG00000164976.9,0.015112207
ENSG00000118432.12,0.015092019
ENSG00000166428.14,0.015091587
ENSG00000104951.16,0.0150771225
ENSG00000158186.13,0.015076333
ENSG00000064042.18,0.015069614
ENSG00000169738.8,0.0150660565
ENSG00000152766.6,0.01506265
ENSG00000211625.2,0.015057652
ENSG00000182983.15,0.015008559
ENSG00000197142.10,0.0150067145
ENSG00000171208.10,0.015003553
ENSG00000164129.12,0.015001641
ENSG00000109854.14,0.014999566
ENSG00000146072.6,0.014996733
ENSG00000286619.1,0.014975748
ENSG00000187840.5,0.014973772
ENSG00000167775.11,0.014968308
ENSG00000168679.18,0.014956241
ENSG00000152931.9,0.014955785
ENSG00000170745.12,0.014952607
ENSG00000168913.7,0.014949465
ENSG00000245910.8,0.0149409
ENSG00000162591.16,0.01493597
ENSG00000104447.13,0.014905783
ENSG00000136944.19,0.014901921
ENSG00000211892.4,0.014889111
ENSG00000162639.16,0.014883991
ENSG00000119147.10,0.014872465
ENSG00000211898.7,0.014871172
ENSG00000154928.18,0.014846555
ENSG00000151376.17,0.014841378
ENSG00000204839.9,0.0148413265
ENSG00000109586.12,0.014824597
ENSG00000176058.13,0.014822176
ENSG00000152402.11,0.014821526
ENSG00000211639.2,0.014818828
ENSG00000129682.16,0.014807024
ENSG00000170369.4,0.014803656
ENSG00000115380.20,0.014789384
ENSG00000197822.11,0.014776883
ENSG00000136068.15,0.01475526
ENSG00000134352.20,0.014750504
ENSG00000272068.1,0.014740541
ENSG00000120149.9,0.014721325
ENSG00000170412.18,0.014713472
ENSG00000112096.19,0.01468008
ENSG00000172638.13,0.014679516
ENSG00000168301.13,0.014667253
ENSG00000154655.16,0.014658926
ENSG00000072840.13,0.0146573875
ENSG00000272620.2,0.014654765
ENSG00000142273.13,0.014653945
ENSG00000189057.11,0.014652877
ENSG00000135074.16,0.014650955
ENSG00000131620.17,0.014631454
ENSG00000101104.13,0.014616156
ENSG00000226278.1,0.014610162
ENSG00000011201.12,0.014602408
ENSG00000132359.15,0.014600182
ENSG00000188338.15,0.014585078
ENSG00000248538.8,0.0145820845
ENSG00000069188.17,0.014581046
ENSG00000167513.9,0.014563902
ENSG00000132746.15,0.014558536
ENSG00000108679.13,0.014554655
ENSG00000160867.15,0.014549798
ENSG00000137491.15,0.014544955
ENSG00000151789.12,0.014521155
ENSG00000099849.15,0.014509983
ENSG00000185862.7,0.0145073775
ENSG00000099994.11,0.014507118
ENSG00000149257.16,0.014504094
ENSG00000111885.7,0.0145022115
ENSG00000184384.14,0.014502035
ENSG00000126709.15,0.014501001
ENSG00000187134.14,0.014495384
ENSG00000255026.1,0.014491188
ENSG00000167676.4,0.014475015
ENSG00000078098.14,0.014469802
ENSG00000149218.5,0.014468857
ENSG00000041982.16,0.014463844
ENSG00000006047.13,0.014459556
ENSG00000157150.5,0.014454644
ENSG00000102096.9,0.014448815
ENSG00000123453.18,0.014445657
ENSG00000206075.14,0.014445277
ENSG00000164754.15,0.014441977
ENSG00000110848.8,0.014440079
ENSG00000130475.14,0.014433865
ENSG00000218416.4,0.014415457
ENSG00000102287.19,0.014413608
ENSG00000109738.11,0.014410597
ENSG00000274020.4,0.0144104315
ENSG00000157404.16,0.0143925585
ENSG00000263639.7,0.014378696
ENSG00000179913.11,0.014375816
ENSG00000198947.16,0.014374389
ENSG00000011028.14,0.014357677
ENSG00000162738.6,0.014328419
ENSG00000283633.1,0.01432146
ENSG00000134759.14,0.014311864
ENSG00000170571.12,0.014307522
ENSG00000105655.19,0.014300534
ENSG00000050628.20,0.014289047
ENSG00000131037.15,0.014276355
ENSG00000166123.14,0.014253038
ENSG00000147684.10,0.014246582
ENSG00000183049.13,0.014238171
ENSG00000127249.15,0.014228311
ENSG00000164023.14,0.014228158
ENSG00000112183.15,0.014215158
ENSG00000101144.13,0.014189146
ENSG00000114450.11,0.014188822
ENSG00000105472.13,0.0141855795
ENSG00000090382.7,0.014169053
ENSG00000179542.16,0.014156254
ENSG00000141424.13,0.014155053
ENSG00000074410.14,0.0141519
ENSG00000196517.13,0.014144657
ENSG00000117152.14,0.014135635
ENSG00000186832.9,0.014134065
ENSG00000188257.12,0.014120896
ENSG00000154917.11,0.014118073
ENSG00000006831.10,0.014114799
ENSG00000169184.6,0.014114477
ENSG00000164649.20,0.014113102
ENSG00000204179.10,0.014110402
ENSG00000117472.10,0.0141032
ENSG00000156675.16,0.014102515
ENSG00000169710.9,0.0141003085
ENSG00000158457.6,0.014098681
ENSG00000142910.16,0.014093399
ENSG00000157613.11,0.014089791
ENSG00000158856.18,0.014075073
ENSG00000131759.18,0.014068355
ENSG00000164124.11,0.014061009
ENSG00000230076.1,0.014044908
ENSG00000204950.4,0.014042614
ENSG00000135744.8,0.014041889
ENSG00000039139.9,0.01403927
ENSG00000171604.12,0.014030499
ENSG00000142871.18,0.014025256
ENSG00000160949.17,0.014014493
ENSG00000057294.15,0.014008028
ENSG00000176920.13,0.013981451
ENSG00000181218.5,0.013979508
ENSG00000158258.16,0.013974907
ENSG00000223865.11,0.013966917
ENSG00000178685.14,0.01396499
ENSG00000204789.4,0.0139530115
ENSG00000143147.14,0.013951765
ENSG00000198794.12,0.013914995
ENSG00000196754.13,0.013910665
ENSG00000091651.9,0.013906795
ENSG00000101445.10,0.013898052
ENSG00000180644.8,0.013879962
ENSG00000005379.17,0.01386654
ENSG00000167653.5,0.013857474
ENSG00000112852.7,0.013849054
ENSG00000100321.15,0.013824104
ENSG00000135127.11,0.013823767
ENSG00000092758.18,0.013814481
ENSG00000168994.14,0.0138089545
ENSG00000104361.10,0.0137798125
ENSG00000132688.11,0.013778976
ENSG00000196739.15,0.013771832
ENSG00000164741.15,0.013771205
ENSG00000115290.10,0.013766818
ENSG00000183888.4,0.013761237
ENSG00000105523.3,0.013738117
ENSG00000188747.8,0.013732065
ENSG00000197971.16,0.013716727
ENSG00000244734.4,0.013716585
ENSG00000114654.7,0.013702006
ENSG00000142973.14,0.013698388
ENSG00000198185.11,0.013698064
ENSG00000123364.5,0.013697775
ENSG00000150873.12,0.013693124
ENSG00000132639.13,0.013672579
ENSG00000232815.1,0.013666906
ENSG00000135046.14,0.013652785
ENSG00000184408.10,0.013648583
ENSG00000184867.14,0.01364079
ENSG00000183010.17,0.013634387
ENSG00000011600.12,0.013630953
ENSG00000153944.12,0.013626733
ENSG00000091039.17,0.013621309
ENSG00000231106.2,0.013611208
ENSG00000167755.15,0.013606755
ENSG00000188613.7,0.01360506
ENSG00000204252.14,0.013597099
ENSG00000162543.6,0.013592906
ENSG00000147454.14,0.013576259
ENSG00000182578.14,0.013576245
ENSG00000173110.8,0.013572471
ENSG00000138764.15,0.01356923
ENSG00000144681.10,0.013560149
ENSG00000143375.15,0.013559281
ENSG00000225138.8,0.013554409
ENSG00000128422.17,0.013525803
ENSG00000009765.15,0.013517911
ENSG00000148346.12,0.013503982
ENSG00000122862.5,0.013497707
ENSG00000174607.11,0.013497621
ENSG00000188322.8,0.013495525
ENSG00000204936.10,0.013492157
ENSG00000141736.14,0.013474071
ENSG00000155367.15,0.013469223
ENSG00000259495.3,0.013458375
ENSG00000167680.17,0.013457917
ENSG00000104332.12,0.013452895
ENSG00000158747.15,0.013438598
ENSG00000185215.11,0.01342872
ENSG00000133063.16,0.0134210745
ENSG00000083168.11,0.013418348
ENSG00000188549.12,0.013412212
ENSG00000105374.10,0.013408041
ENSG00000168461.13,0.013392871
ENSG00000077063.11,0.01338554
ENSG00000094755.17,0.013377941
ENSG00000087510.7,0.013375103
ENSG00000154358.22,0.0133708045
ENSG00000148344.11,0.013359723
ENSG00000188910.8,0.013359671
ENSG00000101335.10,0.013357537
ENSG00000183914.14,0.01335002
ENSG00000170017.12,0.01334122
ENSG00000130208.9,0.013336982
ENSG00000204257.15,0.013333887
ENSG00000004799.8,0.013329208
ENSG00000113742.14,0.0133241145
ENSG00000156049.7,0.013322637
ENSG00000158528.12,0.013293478
ENSG00000260711.2,0.013289897
ENSG00000101493.11,0.013248805
ENSG00000184564.11,0.0132332435
ENSG00000204338.8,0.013218568
ENSG00000148700.15,0.01321483
ENSG00000149090.12,0.013210692
ENSG00000160972.9,0.013194667
ENSG00000106772.18,0.013193986
ENSG00000163864.17,0.013191425
ENSG00000167080.9,0.013189828
ENSG00000105388.16,0.013174276
ENSG00000196132.14,0.013173282
ENSG00000100918.13,0.013166755
ENSG00000196616.14,0.01315918
ENSG00000120875.9,0.0131401215
ENSG00000196205.8,0.013137469
ENSG00000085831.15,0.013132586
ENSG00000129757.14,0.013127266
ENSG00000163435.16,0.013117436
ENSG00000102908.22,0.013116364
ENSG00000188486.3,0.013107364
ENSG00000198948.12,0.013106224
ENSG00000072133.11,0.013100795
ENSG00000187391.22,0.013099637
ENSG00000167614.14,0.013097603
ENSG00000203688.6,0.0130940555
ENSG00000149527.18,0.013091714
ENSG00000114631.11,0.013090383
ENSG00000152518.8,0.013088938
ENSG00000080854.16,0.013084246
ENSG00000019505.8,0.0130756805
ENSG00000167757.14,0.01307409
ENSG00000239951.1,0.013044519
ENSG00000006016.11,0.01302543
ENSG00000174672.16,0.0130198505
ENSG00000163491.16,0.013013223
ENSG00000137968.16,0.013009683
ENSG00000133083.15,0.013004259
ENSG00000171345.13,0.013003548
ENSG00000230798.5,0.012995611
ENSG00000131711.15,0.012994453
ENSG00000171812.13,0.0129881995
ENSG00000143013.13,0.012983075
ENSG00000135916.16,0.012980698
ENSG00000112902.12,0.012977189
ENSG00000135912.11,0.012974308
ENSG00000124249.7,0.012971306
ENSG00000163017.14,0.012958332
ENSG00000115641.19,0.012955177
ENSG00000170421.12,0.012953993
ENSG00000049130.16,0.0129526425
ENSG00000214128.11,0.012940334
ENSG00000102802.10,0.012933828
ENSG00000150556.17,0.012930124
ENSG00000115414.21,0.012911851
ENSG00000137265.15,0.012906824
ENSG00000179627.10,0.01290638
ENSG00000141682.12,0.012892057
ENSG00000065320.9,0.0128857745
ENSG00000170899.11,0.012883951
ENSG00000122971.9,0.012873141
ENSG00000218336.9,0.012871166
ENSG00000179455.10,0.012868087
ENSG00000108176.15,0.012848614
ENSG00000139734.19,0.012818645
ENSG00000168539.4,0.012811132
ENSG00000008838.20,0.012805923
ENSG00000103056.12,0.012800003
ENSG00000019549.13,0.012795937
ENSG00000157368.11,0.012789117
ENSG00000110436.13,0.012784168
ENSG00000164078.13,0.012783639
ENSG00000129596.5,0.01277802
ENSG00000092068.20,0.01277797
ENSG00000006071.15,0.012775118
ENSG00000198788.9,0.012767658
ENSG00000186470.14,0.012764564
ENSG00000126010.6,0.012749773
ENSG00000102854.16,0.012748877
ENSG00000185803.12,0.01274089
ENSG00000148948.8,0.0127206445
ENSG00000109339.24,0.012715693
ENSG00000119922.10,0.012715024
ENSG00000196878.15,0.012712955
ENSG00000104313.20,0.012701613
ENSG00000113721.14,0.0126906745
ENSG00000156299.13,0.012689482
ENSG00000088882.8,0.012686936
ENSG00000074219.14,0.012667865
ENSG00000025039.15,0.012666327
ENSG00000185133.14,0.012659758
ENSG00000111319.13,0.01265486
ENSG00000196549.12,0.01265467
ENSG00000163235.16,0.012650113
ENSG00000196126.11,0.012642389
ENSG00000109654.16,0.012630531
ENSG00000186910.4,0.012618403
ENSG00000211660.3,0.012617732
ENSG00000081985.13,0.012614783
ENSG00000247627.2,0.012606648
ENSG00000136883.14,0.012596963
ENSG00000065618.21,0.012593305
ENSG00000112294.14,0.012583416
ENSG00000258910.3,0.012582167
ENSG00000273604.2,0.012572946
ENSG00000103489.12,0.012567904
ENSG00000169550.14,0.01255346
ENSG00000174343.6,0.012540581
ENSG00000167244.21,0.012537979
ENSG00000179023.8,0.01253775
ENSG00000166923.12,0.012536489
ENSG00000162688.17,0.012532167
ENSG00000172889.16,0.012529369
ENSG00000053108.17,0.012528082
ENSG00000119866.22,0.012520771
ENSG00000162989.5,0.012518603
ENSG00000164687.11,0.012504222
ENSG00000187634.12,0.012499113
ENSG00000130054.5,0.012494701
ENSG00000119681.12,0.012480488
ENSG00000013588.9,0.012479766
ENSG00000137331.12,0.012474683
ENSG00000228253.1,0.012474159
ENSG00000113368.12,0.012473632
ENSG00000211947.2,0.012472775
ENSG00000157734.14,0.0124627575
ENSG00000178568.15,0.012456694
ENSG00000115596.4,0.01245405
ENSG00000088002.12,0.012451542
ENSG00000215915.10,0.012450399
ENSG00000130612.16,0.0124472715
ENSG00000204131.9,0.012446414
ENSG00000100505.13,0.012436444
ENSG00000172031.7,0.01243612
ENSG00000081277.13,0.012415857
ENSG00000178445.10,0.0124150235
ENSG00000134757.5,0.012409541
ENSG00000151365.2,0.012405608
ENSG00000055118.16,0.012396056
ENSG00000184809.13,0.0123893265
ENSG00000141639.12,0.012385491
ENSG00000188175.10,0.012377973
ENSG00000115221.12,0.012374013
ENSG00000127083.7,0.012360346
ENSG00000134324.12,0.012354321
ENSG00000221867.9,0.01234676
ENSG00000105640.13,0.012346166
ENSG00000131171.13,0.012346072
ENSG00000107551.21,0.01233756
ENSG00000204644.10,0.0123331
ENSG00000153002.12,0.012332663
ENSG00000115457.10,0.012329694
ENSG00000084444.14,0.012326333
ENSG00000179431.7,0.012319
ENSG00000141854.9,0.012316693
ENSG00000054219.11,0.012314839
ENSG00000185950.9,0.012309062
ENSG00000012223.13,0.01230612
ENSG00000184860.10,0.012299364
ENSG00000154645.14,0.012297392
ENSG00000137573.14,0.012290099
ENSG00000167183.3,0.012288709
ENSG00000123500.10,0.0122881215
ENSG00000175426.11,0.012282892
ENSG00000168268.11,0.012280804
ENSG00000155066.16,0.012280155
ENSG00000163431.13,0.012279346
ENSG00000141655.17,0.01227735
ENSG00000143776.18,0.0122719435
ENSG00000170485.17,0.0122711435
ENSG00000074370.18,0.012249641
ENSG00000154678.18,0.012247099
ENSG00000178372.8,0.012239726
ENSG00000095321.17,0.012218961
ENSG00000139926.16,0.012217152
ENSG00000177600.9,0.012194862
ENSG00000160781.17,0.012194621
ENSG00000107984.10,0.012183388
ENSG00000124664.11,0.012167559
ENSG00000205189.12,0.012166273
ENSG00000164120.14,0.012164854
ENSG00000240521.1,0.012148897
ENSG00000112378.12,0.012139107
ENSG00000144218.19,0.012127133
ENSG00000285094.1,0.012124035
ENSG00000106025.9,0.012116576
ENSG00000111331.13,0.012114926
ENSG00000155926.14,0.012113058
ENSG00000129009.13,0.012112488
ENSG00000160791.13,0.012111251
ENSG00000168754.15,0.012104453
ENSG00000151882.11,0.01209912
ENSG00000126803.9,0.012098022
ENSG00000167232.14,0.01209469
ENSG00000134201.12,0.01209188
ENSG00000168993.15,0.012089022
ENSG00000164825.4,0.012088636
ENSG00000153132.13,0.012088575
ENSG00000101443.18,0.012087803
ENSG00000110077.14,0.012087699
ENSG00000132681.17,0.012087595
ENSG00000010610.10,0.012077423
ENSG00000152642.11,0.012072683
ENSG00000158859.10,0.012058823
ENSG00000128016.7,0.012057126
ENSG00000085117.12,0.012055949
ENSG00000056487.16,0.012054539
ENSG00000130303.13,0.012052771
ENSG00000106511.6,0.012037054
ENSG00000052850.8,0.012036288
ENSG00000000971.16,0.01203334
ENSG00000133019.12,0.012013385
ENSG00000106366.9,0.0120100295
ENSG00000172061.9,0.01199851
ENSG00000188313.13,0.011988192
ENSG00000165215.6,0.011967222
ENSG00000146648.19,0.011960973
ENSG00000077522.14,0.011960005
ENSG00000237423.3,0.011941381
ENSG00000154274.15,0.011930898
ENSG00000273576.1,0.011930469
ENSG00000110799.14,0.011929174
ENSG00000174697.5,0.011924305
ENSG00000172724.12,0.011915463
ENSG00000133067.17,0.011902781
ENSG00000198624.13,0.011893671
ENSG00000157193.18,0.011890082
ENSG00000137309.20,0.011885782
ENSG00000244731.8,0.011881001
ENSG00000164070.12,0.011878304
ENSG00000156113.24,0.011873072
ENSG00000067715.14,0.011871503
ENSG00000173621.9,0.011868899
ENSG00000165025.15,0.0118647115
ENSG00000046604.13,0.011863203
ENSG00000125740.14,0.0118597625
ENSG00000239672.8,0.0118584195
ENSG00000081479.15,0.011849663
ENSG00000134369.15,0.0118264565
ENSG00000167741.11,0.011820766
ENSG00000112175.8,0.011819922
ENSG00000124406.16,0.011818545
ENSG00000106538.10,0.011814698
ENSG00000204792.2,0.011814128
ENSG00000117215.15,0.011808838
ENSG00000150627.16,0.011807329
ENSG00000143127.13,0.011807108
ENSG00000162949.16,0.011794109
ENSG00000260318.1,0.0117844045
ENSG00000132530.17,0.011783447
ENSG00000175175.6,0.01177802
ENSG00000184349.13,0.01176743
ENSG00000157064.11,0.011754972
ENSG00000127663.15,0.011749587
ENSG00000154783.12,0.011743909
ENSG00000243064.8,0.0117428135
ENSG00000143196.5,0.011731998
ENSG00000140285.12,0.011725452
ENSG00000211970.3,0.011723274
ENSG00000149596.7,0.011723047
ENSG00000124102.5,0.011719771
ENSG00000184292.7,0.01171958
ENSG00000164574.16,0.011719327
ENSG00000251562.8,0.011709194
ENSG00000120251.21,0.011702528
ENSG00000160191.18,0.011701953
ENSG00000277734.8,0.011690809
ENSG00000005884.18,0.011686461
ENSG00000172927.8,0.011678552
ENSG00000136040.9,0.011674813
ENSG00000163710.9,0.011673976
ENSG00000068489.13,0.01167027
ENSG00000228314.1,0.011652552
ENSG00000151617.17,0.011652319
ENSG00000205420.11,0.01164206
ENSG00000134533.6,0.011641816
ENSG00000164176.13,0.011640176
ENSG00000154096.14,0.011626759
ENSG00000115468.12,0.011620122
ENSG00000186377.8,0.011606626
ENSG00000129451.12,0.011604523
ENSG00000145832.14,0.011601442
ENSG00000182195.9,0.011596127
ENSG00000228221.6,0.01159283
ENSG00000163131.11,0.011589549
ENSG00000144802.11,0.011586442
ENSG00000100181.22,0.011576677
ENSG00000007933.13,0.011567066
ENSG00000168334.9,0.011556721
ENSG00000282639.1,0.011552688
ENSG00000184156.17,0.011548591
ENSG00000144355.15,0.011548305
ENSG00000100453.13,0.011534252
ENSG00000149599.15,0.011533564
ENSG00000211751.9,0.011528252
ENSG00000168350.8,0.011524068
ENSG00000125257.16,0.011522805
ENSG00000211611.2,0.011513192
ENSG00000122694.16,0.011508044
ENSG00000182379.10,0.011505449
ENSG00000196684.12,0.011497096
ENSG00000099812.9,0.011489954
ENSG00000120833.14,0.011474029
ENSG00000100219.16,0.011473949
ENSG00000106571.15,0.011468268
ENSG00000173546.7,0.011456909
ENSG00000184661.14,0.011451683
ENSG00000163898.10,0.011447656
ENSG00000185559.16,0.011435225
ENSG00000170522.10,0.011434454
ENSG00000131668.14,0.011429026
ENSG00000066248.15,0.011425684
ENSG00000123407.4,0.01142209
ENSG00000006282.21,0.011421112
ENSG00000147862.17,0.011419981
ENSG00000164855.16,0.011415529
ENSG00000034053.14,0.011410245
ENSG00000164237.9,0.011407877
ENSG00000164220.7,0.011397572
ENSG00000198944.6,0.011396196
ENSG00000135374.11,0.011393039
ENSG00000130045.16,0.011387076
ENSG00000117069.15,0.01138207
ENSG00000181092.10,0.01137675
ENSG00000137843.12,0.011374287
ENSG00000211459.2,0.011366087
ENSG00000152583.12,0.011360764
ENSG00000073464.13,0.01136049
ENSG00000248527.1,0.011356487
ENSG00000165548.11,0.011349111
ENSG00000100344.11,0.011347473
ENSG00000100625.9,0.011344277
ENSG00000106333.13,0.011337369
ENSG00000100033.16,0.011323803
ENSG00000144354.14,0.011322692
ENSG00000227036.8,0.011322198
ENSG00000276043.5,0.011321055
ENSG00000177455.15,0.011316164
ENSG00000136546.16,0.011314497
ENSG00000044524.11,0.011312181
ENSG00000255571.9,0.011310522
ENSG00000099998.18,0.01130779
ENSG00000109846.9,0.011305648
ENSG00000179869.15,0.011304569
ENSG00000170835.16,0.011301509
ENSG00000110719.10,0.011300974
ENSG00000131153.9,0.011292639
ENSG00000130433.7,0.011292307
ENSG00000173890.17,0.0112869255
ENSG00000139219.19,0.01128428
ENSG00000234741.8,0.011282498
ENSG00000177508.12,0.011276648
ENSG00000175985.10,0.01126606
ENSG00000156127.8,0.011265604
ENSG00000111057.11,0.01125849
ENSG00000174175.17,0.01125753
ENSG00000110090.13,0.011255665
ENSG00000102547.19,0.011255513
ENSG00000211965.4,0.011249353
ENSG00000084207.18,0.011247069
ENSG00000160886.13,0.011242036
